file_path,author
/home/aiadmin/Desktop/datasets/bigText/Blunt__Wilfrid_Scawen/17213_TheFutureof.txt,Blunt__Wilfrid_Scawen
/home/aiadmin/Desktop/datasets/bigText/Pagé__Victor_Wilfred/38187_AviationEnginesDesignConstructionOperation.txt,Pagé__Victor_Wilfred
/home/aiadmin/Desktop/datasets/bigText/Nadin__Mihai__1938_/2481_TheCivilizationof.txt,Nadin__Mihai__1938_
/home/aiadmin/Desktop/datasets/bigText/Randolph__B__S___Beverly_S__/18747_Transactionsofthe.txt,Randolph__B__S___Beverly_S__
/home/aiadmin/Desktop/datasets/bigText/Anderson__Clair_Elmore/50588_TheFifteenWatt.txt,Anderson__Clair_Elmore
/home/aiadmin/Desktop/datasets/bigText/Remsburg__John_E___John_Eleazer_/46737_TheBibleI.txt,Remsburg__John_E___John_Eleazer_
/home/aiadmin/Desktop/datasets/bigText/Bain__Alexander/17522_PracticalEssays.txt,Bain__Alexander
/home/aiadmin/Desktop/datasets/bigText/Bain__Alexander/12913_MoralSciencea.txt,Bain__Alexander
/home/aiadmin/Desktop/datasets/bigText/Hall__Winfield_Scott__1861_/24708_TheBiologyPhysiology.txt,Hall__Winfield_Scott__1861_
/home/aiadmin/Desktop/datasets/bigText/Appleton__H__A_/21724_TheHandbookof.txt,Appleton__H__A_
/home/aiadmin/Desktop/datasets/bigText/Rambousek__Josef/60605_IndustrialPoisoningfrom.txt,Rambousek__Josef
/home/aiadmin/Desktop/datasets/bigText/Hoover__Herbert/26697_PrinciplesofMining.txt,Hoover__Herbert
/home/aiadmin/Desktop/datasets/bigText/Hoover__Herbert/5037_Stateofthe.txt,Hoover__Herbert
/home/aiadmin/Desktop/datasets/bigText/Troward__T___Thomas_/25638_TheHiddenPower.txt,Troward__T___Thomas_
/home/aiadmin/Desktop/datasets/bigText/Troward__T___Thomas_/1398_TheDorLectures.txt,Troward__T___Thomas_
/home/aiadmin/Desktop/datasets/bigText/Troward__T___Thomas_/10361_TheCreativeProcess.txt,Troward__T___Thomas_
/home/aiadmin/Desktop/datasets/bigText/Delafield__Edward/68772_Aninauguraldissertation.txt,Delafield__Edward
/home/aiadmin/Desktop/datasets/bigText/Brown__James_Duff/68130_Ahandbookof.txt,Brown__James_Duff
/home/aiadmin/Desktop/datasets/bigText/Crosby__William_O___William_Otis_/49271_CommonMineralsand.txt,Crosby__William_O___William_Otis_
/home/aiadmin/Desktop/datasets/bigText/Greenidge__A__H__J___Abel_Hendy_Jones_/9781_AHistoryof.txt,Greenidge__A__H__J___Abel_Hendy_Jones_
/home/aiadmin/Desktop/datasets/bigText/Simon__John/54622_ReportsRelatingto.txt,Simon__John
/home/aiadmin/Desktop/datasets/bigText/Crowell__Benedict/48428_AmericasMunitions19171918.txt,Crowell__Benedict
/home/aiadmin/Desktop/datasets/bigText/Crowell__Benedict/70714_Demobilization.txt,Crowell__Benedict
/home/aiadmin/Desktop/datasets/bigText/Martin__T__T___Thomas_Theodore_/25974_GodsPlanwith.txt,Martin__T__T___Thomas_Theodore_
/home/aiadmin/Desktop/datasets/bigText/Muir__Ramsay/4326_TheExpansionof.txt,Muir__Ramsay
/home/aiadmin/Desktop/datasets/bigText/Muir__Ramsay/35184_TheCharacterof.txt,Muir__Ramsay
/home/aiadmin/Desktop/datasets/bigText/Michaud__J__Fr___Joseph_Fr__/49167_TheHistoryof.txt,Michaud__J__Fr___Joseph_Fr__
/home/aiadmin/Desktop/datasets/bigText/Mantegazza__Paolo/57423_TheBookof.txt,Mantegazza__Paolo
/home/aiadmin/Desktop/datasets/bigText/Whitney__A__B_/53728_AsiaticCholeraA.txt,Whitney__A__B_
/home/aiadmin/Desktop/datasets/bigText/Barker__George_F___George_Frederick_/66177_HalfHoursWith.txt,Barker__George_F___George_Frederick_
/home/aiadmin/Desktop/datasets/bigText/Noyes__William/20846_HandworkinWood.txt,Noyes__William
/home/aiadmin/Desktop/datasets/bigText/Bucher__John_Emery/71561_Anexaminationof.txt,Bucher__John_Emery
/home/aiadmin/Desktop/datasets/bigText/Patañjali/2526_TheYogaSutras.txt,Patañjali
/home/aiadmin/Desktop/datasets/bigText/Levy__Donald_M_/59328_ModernCopperSmelting.txt,Levy__Donald_M_
/home/aiadmin/Desktop/datasets/bigText/Besant__Walter/58786_TheQueensReign.txt,Besant__Walter
/home/aiadmin/Desktop/datasets/bigText/Besant__Walter/59020_FiftyYearsAgo.txt,Besant__Walter
/home/aiadmin/Desktop/datasets/bigText/Echols__Joan/33560_ANewGenus.txt,Echols__Joan
/home/aiadmin/Desktop/datasets/bigText/Leith__C__K___Charles_Kenneth_/27842_TheEconomicAspect.txt,Leith__C__K___Charles_Kenneth_
/home/aiadmin/Desktop/datasets/bigText/Keiser__Edward_Harrison__1861_/52162_OntheExistence.txt,Keiser__Edward_Harrison__1861_
/home/aiadmin/Desktop/datasets/bigText/Francis__Samuel_W___Samuel_Ward_/40978_WatsonRefuted.txt,Francis__Samuel_W___Samuel_Ward_
/home/aiadmin/Desktop/datasets/bigText/Duckworth__W__L__H___Wynfrid_Laurence_Henry_/44331_Prehistoricman.txt,Duckworth__W__L__H___Wynfrid_Laurence_Henry_
/home/aiadmin/Desktop/datasets/bigText/Hermann__Edward_Adolph/47187_SteamShovelsand.txt,Hermann__Edward_Adolph
/home/aiadmin/Desktop/datasets/bigText/Knowles__James_D___James_Davis_/63358_MemoirofRoger.txt,Knowles__James_D___James_Davis_
/home/aiadmin/Desktop/datasets/bigText/Ward__H__Marshall__Harry_Marshall_/39011_Diseaseinplants.txt,Ward__H__Marshall__Harry_Marshall_
/home/aiadmin/Desktop/datasets/bigText/Ward__H__Marshall__Harry_Marshall_/47898_Grasses.txt,Ward__H__Marshall__Harry_Marshall_
/home/aiadmin/Desktop/datasets/bigText/Lydekker__Richard/58879_Hertfordshire.txt,Lydekker__Richard
/home/aiadmin/Desktop/datasets/bigText/Puffer__Joseph_Adams__1872_/57927_TheBoyand.txt,Puffer__Joseph_Adams__1872_
/home/aiadmin/Desktop/datasets/bigText/Thurston__Edgar/42991_CastesandTribes.txt,Thurston__Edgar
/home/aiadmin/Desktop/datasets/bigText/Thurston__Edgar/42997_CastesandTribes.txt,Thurston__Edgar
/home/aiadmin/Desktop/datasets/bigText/Jensen__Albrecht/67114_MassageExercises.txt,Jensen__Albrecht
/home/aiadmin/Desktop/datasets/bigText/Steuart__James__Sir/66710_AnInquiryinto.txt,Steuart__James__Sir
/home/aiadmin/Desktop/datasets/bigText/Bentwich__Norman/14657_PhiloJudusofAlexandria.txt,Bentwich__Norman
/home/aiadmin/Desktop/datasets/bigText/Bentwich__Norman/9793_Josephus.txt,Bentwich__Norman
/home/aiadmin/Desktop/datasets/bigText/Watts__Isaac/30409_AShortEssay.txt,Watts__Isaac
/home/aiadmin/Desktop/datasets/bigText/Kingsley__Charles/11026_LiteraryandGeneral.txt,Kingsley__Charles
/home/aiadmin/Desktop/datasets/bigText/Kingsley__Charles/17437_HealthandEducation.txt,Kingsley__Charles
/home/aiadmin/Desktop/datasets/bigText/Kingsley__Charles/10427_ScientificEssaysand.txt,Kingsley__Charles
/home/aiadmin/Desktop/datasets/bigText/Kingsley__Charles/20433_WomenandPolitics.txt,Kingsley__Charles
/home/aiadmin/Desktop/datasets/bigText/Kingsley__Charles/3821_TheRomanand.txt,Kingsley__Charles
/home/aiadmin/Desktop/datasets/bigText/Garnett__William/38583_HeroesofScience.txt,Garnett__William
/home/aiadmin/Desktop/datasets/bigText/Braidwood__Robert_J___Robert_John_/52664_PrehistoricMen.txt,Braidwood__Robert_J___Robert_John_
/home/aiadmin/Desktop/datasets/bigText/Wiley__Harvey_Washington/66164_FoodsandTheir.txt,Wiley__Harvey_Washington
/home/aiadmin/Desktop/datasets/bigText/Jastrow__Morris/20758_TheReligionof.txt,Jastrow__Morris
/home/aiadmin/Desktop/datasets/bigText/Earle__F__S___Franklin_Sumner_/53136_FigCulture.txt,Earle__F__S___Franklin_Sumner_
/home/aiadmin/Desktop/datasets/bigText/Burigny__M__de__Jean_Lévesque_/15606_TheLifeof.txt,Burigny__M__de__Jean_Lévesque_
/home/aiadmin/Desktop/datasets/bigText/Baldwin__James_Mark/20522_TheStoryof.txt,Baldwin__James_Mark
/home/aiadmin/Desktop/datasets/bigText/Pickering__Edward_C___Edward_Charles_/15636_TheFutureof.txt,Pickering__Edward_C___Edward_Charles_
/home/aiadmin/Desktop/datasets/bigText/Pickering__Edward_C___Edward_Charles_/35613_APlanfor.txt,Pickering__Edward_C___Edward_Charles_
/home/aiadmin/Desktop/datasets/bigText/Perry__Lawrence/18676_OurNavyin.txt,Perry__Lawrence
/home/aiadmin/Desktop/datasets/bigText/Westcott__W__Wynn__William_Wynn_/58766_SuicideItsHistory.txt,Westcott__W__Wynn__William_Wynn_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/13342_RobertBrowning.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/45811_AChestertonCalendar.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/62680_TheSuperstitionof.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/18639_TheVictorianAge.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/16769_Orthodoxy.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/12491_TwelveTypes.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/11605_TheAppetiteof.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/60164_FanciesVersusFads.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/64074_GFWatts.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Chesterton__G__K___Gilbert_Keith_/12245_TheDefendant.txt,Chesterton__G__K___Gilbert_Keith_
/home/aiadmin/Desktop/datasets/bigText/Mollenhoff__Clark_R___Clark_Raymond_/70368_Washingtoncoverup.txt,Mollenhoff__Clark_R___Clark_Raymond_
/home/aiadmin/Desktop/datasets/bigText/Collet__Clara_E___Clara_Elizabeth_/68623_Educatedworkingwomen.txt,Collet__Clara_E___Clara_Elizabeth_
/home/aiadmin/Desktop/datasets/bigText/Spinoza__Benedictus_de/31205_ThePhilosophyof.txt,Spinoza__Benedictus_de
/home/aiadmin/Desktop/datasets/bigText/Spinoza__Benedictus_de/948_EthicsPart.txt,Spinoza__Benedictus_de
/home/aiadmin/Desktop/datasets/bigText/Spinoza__Benedictus_de/1016_OntheImprovement.txt,Spinoza__Benedictus_de
/home/aiadmin/Desktop/datasets/bigText/Spinoza__Benedictus_de/989_TheologicoPoliticalTreatise.txt,Spinoza__Benedictus_de
/home/aiadmin/Desktop/datasets/bigText/Spinoza__Benedictus_de/920_EthicsPart.txt,Spinoza__Benedictus_de
/home/aiadmin/Desktop/datasets/bigText/Spinoza__Benedictus_de/991_ATheologicalPoliticalTreatise.txt,Spinoza__Benedictus_de
/home/aiadmin/Desktop/datasets/bigText/Spinoza__Benedictus_de/919_EthicsPart.txt,Spinoza__Benedictus_de
/home/aiadmin/Desktop/datasets/bigText/Blaikie__William_Garden/13262_ThePersonalLife.txt,Blaikie__William_Garden
/home/aiadmin/Desktop/datasets/bigText/Holwell__J__Z___John_Zephaniah_/52722_Anaccountof.txt,Holwell__J__Z___John_Zephaniah_
/home/aiadmin/Desktop/datasets/bigText/Vaux__W__S__W___William_Sandys_Wright_/66663_Ancienthistoryfrom.txt,Vaux__W__S__W___William_Sandys_Wright_
/home/aiadmin/Desktop/datasets/bigText/Ferrer_Guardia__Francisco/66644_TheOriginand.txt,Ferrer_Guardia__Francisco
/home/aiadmin/Desktop/datasets/bigText/Stirke__D__E__C_/71338_Barotseland.txt,Stirke__D__E__C_
/home/aiadmin/Desktop/datasets/bigText/Kingston__William_Henry_Giles/23496_HowBritanniaCame.txt,Kingston__William_Henry_Giles
/home/aiadmin/Desktop/datasets/bigText/Cardozo__Benjamin_N___Benjamin_Nathan_/1341_TheAltruistin.txt,Cardozo__Benjamin_N___Benjamin_Nathan_
/home/aiadmin/Desktop/datasets/bigText/Moore__Aubertine_Woodward/18284_ForEveryMusic.txt,Moore__Aubertine_Woodward
/home/aiadmin/Desktop/datasets/bigText/Martineau__James/40387_StudiesofChristianity.txt,Martineau__James
/home/aiadmin/Desktop/datasets/bigText/Kennedy__James_Boyd__1870_/12580_BeneficiaryFeaturesof.txt,Kennedy__James_Boyd__1870_
/home/aiadmin/Desktop/datasets/bigText/Woodbridge__Frederick_James_Eugene/58179_ThePurposeof.txt,Woodbridge__Frederick_James_Eugene
/home/aiadmin/Desktop/datasets/bigText/Le_Blanc__H____1887/58166_TheArtof.txt,Le_Blanc__H____1887
/home/aiadmin/Desktop/datasets/bigText/Czernin_von_und_zu_Chudenitz__Ottokar_Theobald_Otto_Maria__Graf/18160_IntheWorld.txt,Czernin_von_und_zu_Chudenitz__Ottokar_Theobald_Otto_Maria__Graf
/home/aiadmin/Desktop/datasets/bigText/Ticknor__George/56490_HistoryofSpanish.txt,Ticknor__George
/home/aiadmin/Desktop/datasets/bigText/Alden__Raymond_MacDonald/32262_EnglishVerseSpecimens.txt,Alden__Raymond_MacDonald
/home/aiadmin/Desktop/datasets/bigText/West__J_/71955_Remarksonthe.txt,West__J_
/home/aiadmin/Desktop/datasets/bigText/Ahad_Ha_am/67667_TenEssayson.txt,Ahad_Ha_am
/home/aiadmin/Desktop/datasets/bigText/Russell__E__S___Edward_Stuart_/20426_FormandFunction.txt,Russell__E__S___Edward_Stuart_
/home/aiadmin/Desktop/datasets/bigText/Bryce__James_Bryce__Viscount/45961_SouthAmericaObservations.txt,Bryce__James_Bryce__Viscount
/home/aiadmin/Desktop/datasets/bigText/Bryce__James_Bryce__Viscount/68493_Promotinggoodcitizenship.txt,Bryce__James_Bryce__Viscount
/home/aiadmin/Desktop/datasets/bigText/Bryce__James_Bryce__Viscount/31677_StudiesinContemporary.txt,Bryce__James_Bryce__Viscount
/home/aiadmin/Desktop/datasets/bigText/Bryce__James_Bryce__Viscount/22323_ImpressionsofSouth.txt,Bryce__James_Bryce__Viscount
/home/aiadmin/Desktop/datasets/bigText/Bryce__James_Bryce__Viscount/44101_TheHolyRoman.txt,Bryce__James_Bryce__Viscount
/home/aiadmin/Desktop/datasets/bigText/Brown__Goold/11615_TheGrammarof.txt,Brown__Goold
/home/aiadmin/Desktop/datasets/bigText/Lanaghan__Mrs_/38788_Antiguaandthe.txt,Lanaghan__Mrs_
/home/aiadmin/Desktop/datasets/bigText/Muir__M__M__Pattison__Matthew_Moncrieff_Pattison_/38246_HeroesofScience.txt,Muir__M__M__Pattison__Matthew_Moncrieff_Pattison_
/home/aiadmin/Desktop/datasets/bigText/Macpherson__Hector/63615_ACenturysProgress.txt,Macpherson__Hector
/home/aiadmin/Desktop/datasets/bigText/Wallin__J__E__Wallace__John_Edward_Wallace_/67675_PsychologicalAspectsof.txt,Wallin__J__E__Wallace__John_Edward_Wallace_
/home/aiadmin/Desktop/datasets/bigText/New_York_State_College_of_Agriculture/43200_CornellNatureStudyLeaflets.txt,New_York_State_College_of_Agriculture
/home/aiadmin/Desktop/datasets/bigText/Nicholson__Reynold_Alleyne/67388_TheMysticsof.txt,Nicholson__Reynold_Alleyne
/home/aiadmin/Desktop/datasets/bigText/Nicholson__Reynold_Alleyne/37985_ALiteraryHistory.txt,Nicholson__Reynold_Alleyne
/home/aiadmin/Desktop/datasets/bigText/Adams__W__H__Davenport__William_Henry_Davenport_/57900_LighthousesandLightships.txt,Adams__W__H__Davenport__William_Henry_Davenport_
/home/aiadmin/Desktop/datasets/bigText/Bacon__Francis/59163_Indexofthe.txt,Bacon__Francis
/home/aiadmin/Desktop/datasets/bigText/Bacon__Francis/3290_ValeriusTerminusOf.txt,Bacon__Francis
/home/aiadmin/Desktop/datasets/bigText/Bacon__Francis/45988_NovumOrganumOr.txt,Bacon__Francis
/home/aiadmin/Desktop/datasets/bigText/Bacon__Francis/5500_TheAdvancementof.txt,Bacon__Francis
/home/aiadmin/Desktop/datasets/bigText/Jordan__David_Starr/46614_AGuideto.txt,Jordan__David_Starr
/home/aiadmin/Desktop/datasets/bigText/Jordan__David_Starr/51702_AGuideto.txt,Jordan__David_Starr
/home/aiadmin/Desktop/datasets/bigText/Gwathmey__James_Tayloe/62283_TumblingforAmateurs.txt,Gwathmey__James_Tayloe
/home/aiadmin/Desktop/datasets/bigText/Killen__W__D___William_Dool_/8908_TheIgnatianEpistles.txt,Killen__W__D___William_Dool_
/home/aiadmin/Desktop/datasets/bigText/Monroe__James/5014_Stateofthe.txt,Monroe__James
/home/aiadmin/Desktop/datasets/bigText/More__Paul_Elmer/39447_ShelburneEssaysThird.txt,More__Paul_Elmer
/home/aiadmin/Desktop/datasets/bigText/Wentworth__Tappan/40427_Reportofthe.txt,Wentworth__Tappan
/home/aiadmin/Desktop/datasets/bigText/Hughes__Thomas_Patrick/61526_ADictionaryof.txt,Hughes__Thomas_Patrick
/home/aiadmin/Desktop/datasets/bigText/Prinzing__Friedrich/59822_EpidemicsResultingfrom.txt,Prinzing__Friedrich
/home/aiadmin/Desktop/datasets/bigText/Berger__E__W___Edward_William___1869_/54276_Physiologyandhistology.txt,Berger__E__W___Edward_William___1869_
/home/aiadmin/Desktop/datasets/bigText/Coleridge__Samuel_Taylor/44795_AidstoReflection.txt,Coleridge__Samuel_Taylor
/home/aiadmin/Desktop/datasets/bigText/Coleridge__Samuel_Taylor/24346_Hintstowardsthe.txt,Coleridge__Samuel_Taylor
/home/aiadmin/Desktop/datasets/bigText/Horne__C__Silvester__Charles_Silvester_/43505_ACenturyof.txt,Horne__C__Silvester__Charles_Silvester_
/home/aiadmin/Desktop/datasets/bigText/Hall__Bolton/64138_Thepsychologyof.txt,Hall__Bolton
/home/aiadmin/Desktop/datasets/bigText/Cooley__M__S___Maxwell_Stephens___1874_/70409_Vacuumcleaningsystems.txt,Cooley__M__S___Maxwell_Stephens___1874_
/home/aiadmin/Desktop/datasets/bigText/Swift__Jonathan/13169_TheProseWorks.txt,Swift__Jonathan
/home/aiadmin/Desktop/datasets/bigText/Wilson__Thomas/40812_TheSwastikathe.txt,Wilson__Thomas
/home/aiadmin/Desktop/datasets/bigText/Hanford__Franklin__1844_/51089_DidBetseyRoss.txt,Hanford__Franklin__1844_
/home/aiadmin/Desktop/datasets/bigText/MacMechan__Archibald/30470_TheWinningof.txt,MacMechan__Archibald
/home/aiadmin/Desktop/datasets/bigText/King__Bolton/41207_TheLifeof.txt,King__Bolton
/home/aiadmin/Desktop/datasets/bigText/Conant__Levi_L___Levi_Leonard_/16449_TheNumberConcept.txt,Conant__Levi_L___Levi_Leonard_
/home/aiadmin/Desktop/datasets/bigText/Phillips__David_Graham/64402_TheReignof.txt,Phillips__David_Graham
/home/aiadmin/Desktop/datasets/bigText/Sharp__Dallas_Lore/42444_TheFaceof.txt,Sharp__Dallas_Lore
/home/aiadmin/Desktop/datasets/bigText/Legge__James/9394_TheShihKing.txt,Legge__James
/home/aiadmin/Desktop/datasets/bigText/Cook__Joseph/42435_Alcoholandthe.txt,Cook__Joseph
/home/aiadmin/Desktop/datasets/bigText/Mallery__Garrick/17451_SignLanguageAmong.txt,Mallery__Garrick
/home/aiadmin/Desktop/datasets/bigText/Fleure__H__J___Herbert_John_/68562_Thepeoplesof.txt,Fleure__H__J___Herbert_John_
/home/aiadmin/Desktop/datasets/bigText/Wilson__Herbert_M___Herbert_Michael_/18448_Transactionsofthe.txt,Wilson__Herbert_M___Herbert_Michael_
/home/aiadmin/Desktop/datasets/bigText/Sime__William/54115_Historyofthe.txt,Sime__William
/home/aiadmin/Desktop/datasets/bigText/Jackson__Chevalier/19261_BronchoscopyandEsophagoscopy.txt,Jackson__Chevalier
/home/aiadmin/Desktop/datasets/bigText/Morgan__C__Lloyd__Conwy_Lloyd_/54462_AnimalBehaviour.txt,Morgan__C__Lloyd__Conwy_Lloyd_
/home/aiadmin/Desktop/datasets/bigText/Morgan__C__Lloyd__Conwy_Lloyd_/37513_SpencersPhilosophyof.txt,Morgan__C__Lloyd__Conwy_Lloyd_
/home/aiadmin/Desktop/datasets/bigText/Morgan__C__Lloyd__Conwy_Lloyd_/49818_AnimalLifeand.txt,Morgan__C__Lloyd__Conwy_Lloyd_
/home/aiadmin/Desktop/datasets/bigText/Velimirović__Nikolaj/13301_TheNewIdeal.txt,Velimirović__Nikolaj
/home/aiadmin/Desktop/datasets/bigText/Velimirović__Nikolaj/13388_TheReligiousSpirit.txt,Velimirović__Nikolaj
/home/aiadmin/Desktop/datasets/bigText/Finck__Henry_T_/49921_TheMentorFamous.txt,Finck__Henry_T_
/home/aiadmin/Desktop/datasets/bigText/Dennis__John/30421_TheAgeof.txt,Dennis__John
/home/aiadmin/Desktop/datasets/bigText/Trimble__Donald_E___1916_/63396_TheGeologicStory.txt,Trimble__Donald_E___1916_
/home/aiadmin/Desktop/datasets/bigText/Banting__William/57545_LetteronCorpulence.txt,Banting__William
/home/aiadmin/Desktop/datasets/bigText/Lucka__Emil/17699_TheEvolutionof.txt,Lucka__Emil
/home/aiadmin/Desktop/datasets/bigText/Tanner__Thomas_Hawkes/39830_MemorandaonPoisons.txt,Tanner__Thomas_Hawkes
/home/aiadmin/Desktop/datasets/bigText/Burnet__John/67097_EarlyGreekphilosophy.txt,Burnet__John
/home/aiadmin/Desktop/datasets/bigText/Phillips__Everett_Franklin/48547_Bees.txt,Phillips__Everett_Franklin
/home/aiadmin/Desktop/datasets/bigText/Plato__spurious_and_doubtful_works___428__BCE_348__BCE/1673_LesserHippias.txt,Plato__spurious_and_doubtful_works___428__BCE_348__BCE
/home/aiadmin/Desktop/datasets/bigText/Bruce__J__Collingwood__John_Collingwood_/55614_TheBayeuxTapestry.txt,Bruce__J__Collingwood__John_Collingwood_
/home/aiadmin/Desktop/datasets/bigText/O_Grady__Standish/8109_EarlyBardicLiterature.txt,O_Grady__Standish
/home/aiadmin/Desktop/datasets/bigText/Jevons__William_Stanley/33219_Politicaleconomy.txt,Jevons__William_Stanley
/home/aiadmin/Desktop/datasets/bigText/Todd__James_Campbell/47078_AManualof.txt,Todd__James_Campbell
/home/aiadmin/Desktop/datasets/bigText/Hale__Edward_Everett/40153_TheFirstTrue.txt,Hale__Edward_Everett
/home/aiadmin/Desktop/datasets/bigText/Hale__Edward_Everett/8904_HowtoDo.txt,Hale__Edward_Everett
/home/aiadmin/Desktop/datasets/bigText/Corliss__William_R_/66033_DirectConversionof.txt,Corliss__William_R_
/home/aiadmin/Desktop/datasets/bigText/Rosengarten__J__G___Joseph_George_/33235_ADefenceof.txt,Rosengarten__J__G___Joseph_George_
/home/aiadmin/Desktop/datasets/bigText/Allen__E__T___Edward_Tyson_/18680_PracticalForestryin.txt,Allen__E__T___Edward_Tyson_
/home/aiadmin/Desktop/datasets/bigText/George__Henry/55308_ProgressandPoverty.txt,George__Henry
