custom_id,author,cleaned_text
Wrenn__Tony_P_-40558_HuntleyAMason.txt-13,Wrenn Tony P ,
Wrenn__Tony_P_-40558_HuntleyAMason.txt-7,Wrenn Tony P ,
Wrenn__Tony_P_-40558_HuntleyAMason.txt-11,Wrenn Tony P ,
Wrenn__Tony_P_-40558_HuntleyAMason.txt-4,Wrenn Tony P ,
Getman__Frederick_Hutton-32974_TheElementsof.txt-4,Getman Frederick Hutton,
Getman__Frederick_Hutton-32974_TheElementsof.txt-8,Getman Frederick Hutton,
Getman__Frederick_Hutton-32974_TheElementsof.txt-0,Getman Frederick Hutton,
Getman__Frederick_Hutton-32974_TheElementsof.txt-1,Getman Frederick Hutton,
Getman__Frederick_Hutton-32974_TheElementsof.txt-5,Getman Frederick Hutton,
Woodbridge__Frederick_James_Eugene-58179_ThePurposeof.txt-9,Woodbridge Frederick James Eugene,
Woodbridge__Frederick_James_Eugene-58179_ThePurposeof.txt-2,Woodbridge Frederick James Eugene,
Woodbridge__Frederick_James_Eugene-58179_ThePurposeof.txt-6,Woodbridge Frederick James Eugene,
Woodbridge__Frederick_James_Eugene-58179_ThePurposeof.txt-4,Woodbridge Frederick James Eugene,
Woodbridge__Frederick_James_Eugene-58179_ThePurposeof.txt-18,Woodbridge Frederick James Eugene,
Givler__Robert_Chenault-70666_Theethicsof.txt-1,Givler Robert Chenault,
Givler__Robert_Chenault-70666_Theethicsof.txt-12,Givler Robert Chenault,
Givler__Robert_Chenault-70666_Theethicsof.txt-10,Givler Robert Chenault,
Givler__Robert_Chenault-70666_Theethicsof.txt-13,Givler Robert Chenault,
Givler__Robert_Chenault-70666_Theethicsof.txt-0,Givler Robert Chenault,
Blease__W__Lyon__Walter_Lyon_-34713_AShortHistory.txt-14,Blease W Lyon Walter Lyon ,
Blease__W__Lyon__Walter_Lyon_-34713_AShortHistory.txt-12,Blease W Lyon Walter Lyon ,
Blease__W__Lyon__Walter_Lyon_-34713_AShortHistory.txt-10,Blease W Lyon Walter Lyon ,
Blease__W__Lyon__Walter_Lyon_-34713_AShortHistory.txt-5,Blease W Lyon Walter Lyon ,
Blease__W__Lyon__Walter_Lyon_-34713_AShortHistory.txt-7,Blease W Lyon Walter Lyon ,
Ovid__44_BCE_18_-21920_TheLastPoems.txt-12,Ovid 44 BCE 18 ,
Ovid__44_BCE_18_-21920_TheLastPoems.txt-13,Ovid 44 BCE 18 ,
Ovid__44_BCE_18_-21920_TheLastPoems.txt-3,Ovid 44 BCE 18 ,
Llull__Ramon__1232__1316-43365_TheBukeof.txt-5,Llull Ramon 1232 1316,
Llull__Ramon__1232__1316-43365_TheBukeof.txt-0,Llull Ramon 1232 1316,
Llull__Ramon__1232__1316-43365_TheBukeof.txt-14,Llull Ramon 1232 1316,
Kellogg__Vernon_L___Vernon_Lyman_-29489_HerbertHooverThe.txt-4,Kellogg Vernon L  Vernon Lyman ,
Kellogg__Vernon_L___Vernon_Lyman_-29489_HerbertHooverThe.txt-14,Kellogg Vernon L  Vernon Lyman ,
Kellogg__Vernon_L___Vernon_Lyman_-29489_HerbertHooverThe.txt-5,Kellogg Vernon L  Vernon Lyman ,
Kellogg__Vernon_L___Vernon_Lyman_-41395_ElementaryZoologySecond.txt-18,Kellogg Vernon L  Vernon Lyman ,
Woolley__Edwin_C___Edwin_Campbell_-35559_TheReconstructionof.txt-8,Woolley Edwin C  Edwin Campbell ,
Woolley__Edwin_C___Edwin_Campbell_-35559_TheReconstructionof.txt-6,Woolley Edwin C  Edwin Campbell ,
Woolley__Edwin_C___Edwin_Campbell_-35559_TheReconstructionof.txt-4,Woolley Edwin C  Edwin Campbell ,
Woolley__Edwin_C___Edwin_Campbell_-35559_TheReconstructionof.txt-15,Woolley Edwin C  Edwin Campbell ,
Woolley__Edwin_C___Edwin_Campbell_-35559_TheReconstructionof.txt-13,Woolley Edwin C  Edwin Campbell ,
Merz__Robert_L_-32018_JawMusculatureof.txt-7,Merz Robert L ,
Merz__Robert_L_-32018_JawMusculatureof.txt-5,Merz Robert L ,
Merz__Robert_L_-32018_JawMusculatureof.txt-4,Merz Robert L ,
Merz__Robert_L_-32018_JawMusculatureof.txt-0,Merz Robert L ,
Merz__Robert_L_-32018_JawMusculatureof.txt-2,Merz Robert L ,
Worst__John_H___John_Henry_-24080_TheStewardshipof.txt-0,Worst John H  John Henry ,
Worst__John_H___John_Henry_-24080_TheStewardshipof.txt-1,Worst John H  John Henry ,
Worst__John_H___John_Henry_-24082_ABroaderMission.txt-0,Worst John H  John Henry ,
Worst__John_H___John_Henry_-24080_TheStewardshipof.txt-2,Worst John H  John Henry ,
Worst__John_H___John_Henry_-24082_ABroaderMission.txt-1,Worst John H  John Henry ,
Keith__Arthur__Sir-31369_NationalityandRace.txt-7,Keith Arthur Sir,
Keith__Arthur__Sir-31369_NationalityandRace.txt-5,Keith Arthur Sir,
Keith__Arthur__Sir-31369_NationalityandRace.txt-6,Keith Arthur Sir,
Keith__Arthur__Sir-31369_NationalityandRace.txt-1,Keith Arthur Sir,
Keith__Arthur__Sir-31369_NationalityandRace.txt-0,Keith Arthur Sir,
Skeen__William__1822__1872-57463_EarlyTypography.txt-15,Skeen William 1822 1872,
Skeen__William__1822__1872-57463_EarlyTypography.txt-7,Skeen William 1822 1872,
Skeen__William__1822__1872-57463_EarlyTypography.txt-18,Skeen William 1822 1872,
Skeen__William__1822__1872-57463_EarlyTypography.txt-5,Skeen William 1822 1872,
Skeen__William__1822__1872-57463_EarlyTypography.txt-16,Skeen William 1822 1872,
Elderkin__G__W___George_Wicker_-37197_ProblemsinPericlean.txt-0,Elderkin G W  George Wicker ,
Elderkin__G__W___George_Wicker_-37197_ProblemsinPericlean.txt-1,Elderkin G W  George Wicker ,
Elderkin__G__W___George_Wicker_-37197_ProblemsinPericlean.txt-10,Elderkin G W  George Wicker ,
Elderkin__G__W___George_Wicker_-37197_ProblemsinPericlean.txt-16,Elderkin G W  George Wicker ,
Elderkin__G__W___George_Wicker_-37197_ProblemsinPericlean.txt-2,Elderkin G W  George Wicker ,
Holland__Frederic_May-38373_Libertyinthe.txt-11,Holland Frederic May,
Holland__Frederic_May-38373_Libertyinthe.txt-7,Holland Frederic May,
Holland__Frederic_May-38373_Libertyinthe.txt-17,Holland Frederic May,
Holland__Frederic_May-38373_Libertyinthe.txt-14,Holland Frederic May,
Holland__Frederic_May-38373_Libertyinthe.txt-12,Holland Frederic May,
Holder__Charles_Frederick-52085_HalfHourswith.txt-3,Holder Charles Frederick,
Holder__Charles_Frederick-52085_HalfHourswith.txt-8,Holder Charles Frederick,
Holder__Charles_Frederick-52085_HalfHourswith.txt-12,Holder Charles Frederick,
Holder__Charles_Frederick-52085_HalfHourswith.txt-13,Holder Charles Frederick,
Holder__Charles_Frederick-52085_HalfHourswith.txt-10,Holder Charles Frederick,
Marsh__George_P___George_Perkins_-37957_ManandNature.txt-16,Marsh George P  George Perkins ,
Marsh__George_P___George_Perkins_-37957_ManandNature.txt-19,Marsh George P  George Perkins ,
Marsh__George_P___George_Perkins_-6019_TheEarthas.txt-6,Marsh George P  George Perkins ,
Lossing__Benson_John-49352_ThePictorialFieldBook.txt-14,Lossing Benson John,
Lossing__Benson_John-49352_ThePictorialFieldBook.txt-17,Lossing Benson John,
Lossing__Benson_John-49352_ThePictorialFieldBook.txt-13,Lossing Benson John,
Lossing__Benson_John-49352_ThePictorialFieldBook.txt-12,Lossing Benson John,
Lossing__Benson_John-49352_ThePictorialFieldBook.txt-4,Lossing Benson John,
Fothergill__John-54911_AnAccountof.txt-12,Fothergill John,
Fothergill__John-54911_AnAccountof.txt-3,Fothergill John,
Fothergill__John-54911_AnAccountof.txt-5,Fothergill John,
Fothergill__John-54911_AnAccountof.txt-10,Fothergill John,
Fothergill__John-54911_AnAccountof.txt-7,Fothergill John,
Aldini__Giovanni-57267_AnAccountof.txt-2,Aldini Giovanni,
Aldini__Giovanni-57267_AnAccountof.txt-11,Aldini Giovanni,
Aldini__Giovanni-57267_AnAccountof.txt-6,Aldini Giovanni,
Aldini__Giovanni-57267_AnAccountof.txt-3,Aldini Giovanni,
Aldini__Giovanni-57267_AnAccountof.txt-4,Aldini Giovanni,
Steuart__James__Sir-66710_AnInquiryinto.txt-13,Steuart James Sir,
Steuart__James__Sir-66710_AnInquiryinto.txt-3,Steuart James Sir,
Steuart__James__Sir-66710_AnInquiryinto.txt-16,Steuart James Sir,
Steuart__James__Sir-66710_AnInquiryinto.txt-19,Steuart James Sir,
Descartes__René-4391_Selectionsfromthe.txt-12,Descartes René,
Descartes__René-4391_Selectionsfromthe.txt-6,Descartes René,
Descartes__René-4391_Selectionsfromthe.txt-15,Descartes René,
Descartes__René-4391_Selectionsfromthe.txt-5,Descartes René,
Descartes__René-4391_Selectionsfromthe.txt-11,Descartes René,
Van_Metre__Thurman_William-25588_Outlineofthe.txt-11,Van Metre Thurman William,
Van_Metre__Thurman_William-25588_Outlineofthe.txt-3,Van Metre Thurman William,
Van_Metre__Thurman_William-25588_Outlineofthe.txt-6,Van Metre Thurman William,
Van_Metre__Thurman_William-25588_Outlineofthe.txt-1,Van Metre Thurman William,
Van_Metre__Thurman_William-25588_Outlineofthe.txt-5,Van Metre Thurman William,
Thorndike__Ashley_Horace-38711_Tragedy.txt-9,Thorndike Ashley Horace,
Thorndike__Ashley_Horace-38711_Tragedy.txt-2,Thorndike Ashley Horace,
Thorndike__Ashley_Horace-38711_Tragedy.txt-16,Thorndike Ashley Horace,
Thorndike__Ashley_Horace-38711_Tragedy.txt-15,Thorndike Ashley Horace,
Thorndike__Ashley_Horace-38711_Tragedy.txt-6,Thorndike Ashley Horace,
Fullerton__George_Stuart-57998_OnSamenessand.txt-15,Fullerton George Stuart,
Fullerton__George_Stuart-57998_OnSamenessand.txt-12,Fullerton George Stuart,
Fullerton__George_Stuart-6463_AHandbookof.txt-18,Fullerton George Stuart,
Fullerton__George_Stuart-57998_OnSamenessand.txt-14,Fullerton George Stuart,
Fullerton__George_Stuart-57998_OnSamenessand.txt-2,Fullerton George Stuart,
Nugent__Homer_Heath__1893_-13910_ABookof.txt-1,Nugent Homer Heath 1893 ,
Nugent__Homer_Heath__1893_-13910_ABookof.txt-2,Nugent Homer Heath 1893 ,
Nugent__Homer_Heath__1893_-13910_ABookof.txt-10,Nugent Homer Heath 1893 ,
Nugent__Homer_Heath__1893_-13910_ABookof.txt-9,Nugent Homer Heath 1893 ,
Nugent__Homer_Heath__1893_-13910_ABookof.txt-18,Nugent Homer Heath 1893 ,
Coombs__Norman__1932_-67_TheBlackExperience.txt-6,Coombs Norman 1932 ,
Coombs__Norman__1932_-67_TheBlackExperience.txt-9,Coombs Norman 1932 ,
Coombs__Norman__1932_-67_TheBlackExperience.txt-16,Coombs Norman 1932 ,
Coombs__Norman__1932_-67_TheBlackExperience.txt-13,Coombs Norman 1932 ,
Coombs__Norman__1932_-67_TheBlackExperience.txt-19,Coombs Norman 1932 ,
Howard__Clare-13403_EnglishTravellersof.txt-9,Howard Clare,
Howard__Clare-13403_EnglishTravellersof.txt-14,Howard Clare,
Howard__Clare-13403_EnglishTravellersof.txt-3,Howard Clare,
Storer__Horatio_Robinson-65244_Oncriminalabortion.txt-18,Storer Horatio Robinson,
Storer__Horatio_Robinson-65244_Oncriminalabortion.txt-15,Storer Horatio Robinson,
Storer__Horatio_Robinson-65701_WhynotA.txt-2,Storer Horatio Robinson,
Storer__Horatio_Robinson-65244_Oncriminalabortion.txt-13,Storer Horatio Robinson,
Storer__Horatio_Robinson-65701_WhynotA.txt-7,Storer Horatio Robinson,
Rogers__L__W___Louis_William_-30134_ElementaryTheosophy.txt-15,Rogers L W  Louis William ,
Rogers__L__W___Louis_William_-30134_ElementaryTheosophy.txt-1,Rogers L W  Louis William ,
Rogers__L__W___Louis_William_-30134_ElementaryTheosophy.txt-13,Rogers L W  Louis William ,
Rogers__L__W___Louis_William_-30134_ElementaryTheosophy.txt-8,Rogers L W  Louis William ,
Rogers__L__W___Louis_William_-30134_ElementaryTheosophy.txt-4,Rogers L W  Louis William ,
Norman__Philip-68989_Catalogueofa.txt-3,Norman Philip,
Norman__Philip-68989_Catalogueofa.txt-18,Norman Philip,
Norman__Philip-68989_Catalogueofa.txt-13,Norman Philip,
Norman__Philip-68989_Catalogueofa.txt-0,Norman Philip,
Quesada__Ernesto-38086_TheSocialEvolution.txt-6,Quesada Ernesto,
Quesada__Ernesto-38086_TheSocialEvolution.txt-5,Quesada Ernesto,
Quesada__Ernesto-38086_TheSocialEvolution.txt-1,Quesada Ernesto,
Quesada__Ernesto-38086_TheSocialEvolution.txt-0,Quesada Ernesto,
Quesada__Ernesto-38086_TheSocialEvolution.txt-2,Quesada Ernesto,
Caruso__Enrico-20069_CarusoandTetrazzini.txt-14,Caruso Enrico,
Caruso__Enrico-20069_CarusoandTetrazzini.txt-11,Caruso Enrico,
Caruso__Enrico-20069_CarusoandTetrazzini.txt-5,Caruso Enrico,
Bennett__Cyril-48072_TheModernMalady.txt-7,Bennett Cyril,
Bennett__Cyril-48072_TheModernMalady.txt-0,Bennett Cyril,
Bennett__Cyril-48072_TheModernMalady.txt-11,Bennett Cyril,
Bennett__Cyril-48072_TheModernMalady.txt-18,Bennett Cyril,
Bennett__Cyril-48072_TheModernMalady.txt-9,Bennett Cyril,
Rickaby__Joseph-8103_MoralPhilosophyEthics.txt-10,Rickaby Joseph,
Rickaby__Joseph-8103_MoralPhilosophyEthics.txt-17,Rickaby Joseph,
Rickaby__Joseph-8103_MoralPhilosophyEthics.txt-9,Rickaby Joseph,
Rickaby__Joseph-8103_MoralPhilosophyEthics.txt-16,Rickaby Joseph,
Rickaby__Joseph-8103_MoralPhilosophyEthics.txt-3,Rickaby Joseph,
Cust__Anna_Maria_Elizabeth-58752_TheIvoryWorkers.txt-2,Cust Anna Maria Elizabeth,
Cust__Anna_Maria_Elizabeth-58752_TheIvoryWorkers.txt-3,Cust Anna Maria Elizabeth,
Cust__Anna_Maria_Elizabeth-58752_TheIvoryWorkers.txt-15,Cust Anna Maria Elizabeth,
Cust__Anna_Maria_Elizabeth-58752_TheIvoryWorkers.txt-1,Cust Anna Maria Elizabeth,
Cust__Anna_Maria_Elizabeth-58752_TheIvoryWorkers.txt-4,Cust Anna Maria Elizabeth,
Honea__Kenneth-65169_EarlyManProjectile.txt-0,Honea Kenneth,
Honea__Kenneth-65169_EarlyManProjectile.txt-2,Honea Kenneth,
Honea__Kenneth-65169_EarlyManProjectile.txt-1,Honea Kenneth,
Honea__Kenneth-65169_EarlyManProjectile.txt-3,Honea Kenneth,
Honea__Kenneth-65169_EarlyManProjectile.txt-4,Honea Kenneth,
Clark__Alice-67936_WorkingLifeof.txt-13,Clark Alice,
Clark__Alice-67936_WorkingLifeof.txt-4,Clark Alice,
Clark__Alice-67936_WorkingLifeof.txt-10,Clark Alice,
Clark__Alice-67936_WorkingLifeof.txt-11,Clark Alice,
Brace__James_H_-19037_Transactionsofthe.txt-6,Brace James H ,
Brace__James_H_-19037_Transactionsofthe.txt-4,Brace James H ,
Brace__James_H_-19037_Transactionsofthe.txt-1,Brace James H ,
Brace__James_H_-18722_Transactionsofthe.txt-14,Brace James H ,
Brace__James_H_-18722_Transactionsofthe.txt-7,Brace James H ,
Griggs__Edward_Howard-10837_TheSoulof.txt-7,Griggs Edward Howard,
Griggs__Edward_Howard-10837_TheSoulof.txt-5,Griggs Edward Howard,
Griggs__Edward_Howard-10837_TheSoulof.txt-8,Griggs Edward Howard,
Griggs__Edward_Howard-10837_TheSoulof.txt-6,Griggs Edward Howard,
Griggs__Edward_Howard-10837_TheSoulof.txt-1,Griggs Edward Howard,
Sheringham__George-65836_Drawingsinpen.txt-9,Sheringham George,
Sheringham__George-65836_Drawingsinpen.txt-11,Sheringham George,
Sheringham__George-65836_Drawingsinpen.txt-4,Sheringham George,
Sheringham__George-65836_Drawingsinpen.txt-13,Sheringham George,
Hearnshaw__F__J__C___Fossey_John_Cobb_-25522_FreedomInService.txt-15,Hearnshaw F J C  Fossey John Cobb ,
Hearnshaw__F__J__C___Fossey_John_Cobb_-25522_FreedomInService.txt-8,Hearnshaw F J C  Fossey John Cobb ,
Hearnshaw__F__J__C___Fossey_John_Cobb_-25522_FreedomInService.txt-0,Hearnshaw F J C  Fossey John Cobb ,
Hearnshaw__F__J__C___Fossey_John_Cobb_-25522_FreedomInService.txt-9,Hearnshaw F J C  Fossey John Cobb ,
Hearnshaw__F__J__C___Fossey_John_Cobb_-25522_FreedomInService.txt-14,Hearnshaw F J C  Fossey John Cobb ,
Sturt__Charles-4330_TwoExpeditionsinto.txt-7,Sturt Charles,
Sturt__Charles-4330_TwoExpeditionsinto.txt-10,Sturt Charles,
Sturt__Charles-4330_TwoExpeditionsinto.txt-19,Sturt Charles,
Sturt__Charles-4330_TwoExpeditionsinto.txt-14,Sturt Charles,
McKinley__William-5031_Stateofthe.txt-3,McKinley William,
McKinley__William-5031_Stateofthe.txt-18,McKinley William,
McKinley__William-5031_Stateofthe.txt-1,McKinley William,
McKinley__William-5031_Stateofthe.txt-19,McKinley William,
McKinley__William-5031_Stateofthe.txt-6,McKinley William,
Atkinson__William_Walker-26364_Reincarnationandthe.txt-4,Atkinson William Walker,
Atkinson__William_Walker-13402_TheHinduYogiScience.txt-10,Atkinson William Walker,
Atkinson__William_Walker-13402_TheHinduYogiScience.txt-14,Atkinson William Walker,
Atkinson__William_Walker-26364_Reincarnationandthe.txt-0,Atkinson William Walker,
Atkinson__William_Walker-41838_TheArtof.txt-2,Atkinson William Walker,
Nadin__Mihai__1938_-2481_TheCivilizationof.txt-0,Nadin Mihai 1938 ,
Nadin__Mihai__1938_-2481_TheCivilizationof.txt-5,Nadin Mihai 1938 ,
Nadin__Mihai__1938_-2481_TheCivilizationof.txt-4,Nadin Mihai 1938 ,
Nadin__Mihai__1938_-2481_TheCivilizationof.txt-11,Nadin Mihai 1938 ,
Kahn__Otto_H_-30507_RightAboveRace.txt-7,Kahn Otto H ,
Kahn__Otto_H_-30507_RightAboveRace.txt-5,Kahn Otto H ,
Kahn__Otto_H_-30507_RightAboveRace.txt-13,Kahn Otto H ,
Kahn__Otto_H_-30507_RightAboveRace.txt-18,Kahn Otto H ,
Kahn__Otto_H_-30507_RightAboveRace.txt-11,Kahn Otto H ,
Beruete_y_Moret__A__de__Aureliano_-64796_SpanishPainting.txt-15,Beruete y Moret A de Aureliano ,
Beruete_y_Moret__A__de__Aureliano_-64796_SpanishPainting.txt-1,Beruete y Moret A de Aureliano ,
Beruete_y_Moret__A__de__Aureliano_-64796_SpanishPainting.txt-5,Beruete y Moret A de Aureliano ,
Beruete_y_Moret__A__de__Aureliano_-64796_SpanishPainting.txt-18,Beruete y Moret A de Aureliano ,
Beruete_y_Moret__A__de__Aureliano_-64796_SpanishPainting.txt-11,Beruete y Moret A de Aureliano ,
Barton__George_A___George_Aaron_-43070_Archologyandthe.txt-7,Barton George A  George Aaron ,
Barton__George_A___George_Aaron_-43070_Archologyandthe.txt-9,Barton George A  George Aaron ,
Barton__George_A___George_Aaron_-43070_Archologyandthe.txt-4,Barton George A  George Aaron ,
Barton__George_A___George_Aaron_-43070_Archologyandthe.txt-8,Barton George A  George Aaron ,
Hügel__Friedrich__Freiherr_von-50206_TheMysticalElement.txt-4,Hügel Friedrich Freiherr von,
Hügel__Friedrich__Freiherr_von-50206_TheMysticalElement.txt-18,Hügel Friedrich Freiherr von,
Hügel__Friedrich__Freiherr_von-50206_TheMysticalElement.txt-14,Hügel Friedrich Freiherr von,
Thomssen__Edgar_George__1886_-34114_SoapMakingManual.txt-11,Thomssen Edgar George 1886 ,
Thomssen__Edgar_George__1886_-34114_SoapMakingManual.txt-4,Thomssen Edgar George 1886 ,
Thomssen__Edgar_George__1886_-34114_SoapMakingManual.txt-2,Thomssen Edgar George 1886 ,
Thomssen__Edgar_George__1886_-34114_SoapMakingManual.txt-17,Thomssen Edgar George 1886 ,
Thomssen__Edgar_George__1886_-34114_SoapMakingManual.txt-1,Thomssen Edgar George 1886 ,
Ackerman__Carl_W___Carl_William_-15770_GermanyTheNext.txt-0,Ackerman Carl W  Carl William ,
Ackerman__Carl_W___Carl_William_-15770_GermanyTheNext.txt-8,Ackerman Carl W  Carl William ,
Ackerman__Carl_W___Carl_William_-15770_GermanyTheNext.txt-9,Ackerman Carl W  Carl William ,
Ackerman__Carl_W___Carl_William_-15770_GermanyTheNext.txt-1,Ackerman Carl W  Carl William ,
Ackerman__Carl_W___Carl_William_-15770_GermanyTheNext.txt-18,Ackerman Carl W  Carl William ,
Bright__John-7080_SpeechesonQuestions.txt-9,Bright John,
Bright__John-7080_SpeechesonQuestions.txt-7,Bright John,
Bright__John-7080_SpeechesonQuestions.txt-18,Bright John,
Bright__John-7080_SpeechesonQuestions.txt-8,Bright John,
Hedrick__U__P_-45978_TheGrapesof.txt-7,Hedrick U P ,
Hedrick__U__P_-45978_TheGrapesof.txt-12,Hedrick U P ,
Hedrick__U__P_-29659_ManualofAmerican.txt-9,Hedrick U P ,
Hedrick__U__P_-45978_TheGrapesof.txt-5,Hedrick U P ,
Hedrick__U__P_-29659_ManualofAmerican.txt-15,Hedrick U P ,
Foster__Hubert__1855_-54859_OrganizationHowArmies.txt-18,Foster Hubert 1855 ,
Foster__Hubert__1855_-54859_OrganizationHowArmies.txt-0,Foster Hubert 1855 ,
Foster__Hubert__1855_-54859_OrganizationHowArmies.txt-11,Foster Hubert 1855 ,
Foster__Hubert__1855_-54859_OrganizationHowArmies.txt-7,Foster Hubert 1855 ,
Foster__Hubert__1855_-54859_OrganizationHowArmies.txt-13,Foster Hubert 1855 ,
Legge__James-9394_TheShihKing.txt-14,Legge James,
Legge__James-9394_TheShihKing.txt-5,Legge James,
Legge__James-9394_TheShihKing.txt-18,Legge James,
Legge__James-9394_TheShihKing.txt-2,Legge James,
Hough__P__M_-8823_DutchLifein.txt-2,Hough P M ,
Hough__P__M_-8823_DutchLifein.txt-8,Hough P M ,
Hough__P__M_-8823_DutchLifein.txt-0,Hough P M ,
Hough__P__M_-8823_DutchLifein.txt-6,Hough P M ,
Hough__P__M_-8823_DutchLifein.txt-19,Hough P M ,
Tufts__James_Hayden-29508_TheEthicsof.txt-5,Tufts James Hayden,
Tufts__James_Hayden-29508_TheEthicsof.txt-3,Tufts James Hayden,
Tufts__James_Hayden-29508_TheEthicsof.txt-6,Tufts James Hayden,
Tufts__James_Hayden-29508_TheEthicsof.txt-4,Tufts James Hayden,
Tufts__James_Hayden-29508_TheEthicsof.txt-2,Tufts James Hayden,
Caffin__Charles_H___Charles_Henry_-59694_AmericanMastersof.txt-6,Caffin Charles H  Charles Henry ,
Caffin__Charles_H___Charles_Henry_-59694_AmericanMastersof.txt-15,Caffin Charles H  Charles Henry ,
Caffin__Charles_H___Charles_Henry_-60830_HowtoStudy.txt-4,Caffin Charles H  Charles Henry ,
Caffin__Charles_H___Charles_Henry_-60830_HowtoStudy.txt-9,Caffin Charles H  Charles Henry ,
Caffin__Charles_H___Charles_Henry_-59694_AmericanMastersof.txt-2,Caffin Charles H  Charles Henry ,
Ingram__Kenneth-34309_AnOutlineof.txt-6,Ingram Kenneth,
Ingram__Kenneth-34309_AnOutlineof.txt-3,Ingram Kenneth,
Ingram__Kenneth-34309_AnOutlineof.txt-14,Ingram Kenneth,
Ingram__Kenneth-34309_AnOutlineof.txt-9,Ingram Kenneth,
Ingram__Kenneth-34309_AnOutlineof.txt-1,Ingram Kenneth,
Wilson__Woodrow-24668_Inourfirst.txt-5,Wilson Woodrow,
Wilson__Woodrow-71776_Anoldmaster.txt-14,Wilson Woodrow,
Wilson__Woodrow-35861_Congressionalgovernment.txt-19,Wilson Woodrow,
Wilson__Woodrow-24668_Inourfirst.txt-4,Wilson Woodrow,
Wilson__Woodrow-35861_Congressionalgovernment.txt-12,Wilson Woodrow,
Moyes__Helen_Miller-14676_WomenandWar.txt-4,Moyes Helen Miller,
Moyes__Helen_Miller-14676_WomenandWar.txt-10,Moyes Helen Miller,
Moyes__Helen_Miller-14676_WomenandWar.txt-5,Moyes Helen Miller,
Moyes__Helen_Miller-14676_WomenandWar.txt-12,Moyes Helen Miller,
Moyes__Helen_Miller-14676_WomenandWar.txt-7,Moyes Helen Miller,
Galbreath__C__B___Charles_Burleigh_-38758_Storyofthe.txt-1,Galbreath C B  Charles Burleigh ,
Galbreath__C__B___Charles_Burleigh_-38758_Storyofthe.txt-3,Galbreath C B  Charles Burleigh ,
Galbreath__C__B___Charles_Burleigh_-38758_Storyofthe.txt-5,Galbreath C B  Charles Burleigh ,
Galbreath__C__B___Charles_Burleigh_-38758_Storyofthe.txt-6,Galbreath C B  Charles Burleigh ,
